type	id	monsters	produce	gold	tired	nightmare	consume	power
1	307	[{258,2},{258,3},{257,5},{256,7}]	[{2,2,5}]	3220	8			61500
1	308	[{215,1},{219,3},{217,5},{216,7}]	[{2,2,5}]	3230	8	20001		61700
1	309	[{215,4},{219,2},{217,5},{216,7}]	[{2,2,5}]	3240	8			61900
1	310	[{215,7},{218,3},{217,4},{325,8}]	[{2,2,5}]	3250	8			62100
1	311	[{215,1},{218,3},{217,5},{216,7}]	[{2,2,5}]	3260	8			62300
1	312	[{255,2},{255,3},{258,5},{258,7}]	[{2,2,5}]	3270	8	20001		62500
1	313	[{215,1},{218,4},{217,5},{216,7}]	[{2,2,5}]	3280	8			62700
1	314	[{255,1},{258,3},{256,5},{256,7}]	[{2,2,5}]	3290	8			62900
1	315	[{258,1},{258,3},{256,6},{256,7}]	[{2,2,5}]	3300	8	20001		63100
1	316	[{215,1},{218,3},{217,8},{216,7}]	[{2,2,5}]	3310	8			63300
1	317	[{258,2},{258,3},{257,5},{256,7}]	[{2,2,5}]	3320	8			63500
1	318	[{215,1},{219,3},{217,5},{216,7}]	[{2,2,5}]	3330	8			63700
1	319	[{215,4},{219,2},{217,5},{216,7}]	[{2,2,5}]	3340	8	20001		63900
1	320	[{215,1},{218,3},{326,5},{216,7}]	[{2,2,5}]	3350	8			64100
1	321	[{215,2},{218,8},{217,6},{216,7}]	[{2,2,5}]	3360	8			64300
1	322	[{215,4},{216,3},{217,5},{218,7}]	[{2,2,5}]	3370	8			64500
1	323	[{255,1},{258,3},{256,5},{256,7}]	[{2,2,5}]	3380	8	20001		64700
1	324	[{258,1},{258,3},{256,6},{256,7}]	[{2,2,5}]	3390	8			64900
1	325	[{215,1},{218,3},{217,8},{216,7}]	[{2,2,5}]	3400	8			65100
1	326	[{258,2},{258,3},{257,5},{256,7}]	[{2,2,5}]	3410	8			65300
1	327	[{215,1},{219,3},{217,5},{216,7}]	[{2,2,5}]	3420	8	20001		65500
1	328	[{215,9},{218,3},{217,5},{216,8}]	[{2,2,5}]	3430	8			65700
1	329	[{231,1},{231,3},{231,5},{231,7},{231,9}]	[{2,2,5}]	3440	8			65900
1	330	[{52,1},{52,3},{327,5},{52,7},{52,9}]	[{2,2,5}]	3450	8	20001		66100
1	331	[{221,1},{224,3},{222,5},{225,7}]	[{2,2,5}]	3460	8			66300
1	332	[{236,4},{237,3},{238,5},{238,7}]	[{2,2,5}]	3470	8			66500
1	333	[{233,2},{234,4},{235,5},{235,7}]	[{2,2,5}]	3480	8			66700
1	334	[{221,3},{224,9},{222,5},{225,7}]	[{2,2,5}]	3490	8	20001		66900
1	335	[{236,4},{237,3},{238,5},{238,7}]	[{2,2,5}]	3500	8			67100
1	336	[{233,2},{234,4},{235,5},{235,7}]	[{2,2,5}]	3510	8			67300
1	337	[{221,4},{222,6},{224,5},{225,7}]	[{2,2,5}]	3520	8			67500
1	338	[{221,2},{222,8},{224,5},{225,7}]	[{2,2,5}]	3530	8	20001		67700
1	339	[{226,4},{226,3},{223,6},{223,7}]	[{2,2,5}]	3540	8			67900
1	340	[{226,1},{226,3},{328,5},{223,7}]	[{2,2,5}]	3550	8			68100
1	341	[{221,5},{222,9},{224,2},{225,7}]	[{2,2,5}]	3560	8			68300
1	342	[{233,2},{234,4},{235,5},{235,7}]	[{2,2,5}]	3570	8	20001		68500
1	343	[{221,2},{222,5},{224,8},{225,7}]	[{2,2,5}]	3580	8			68700
1	344	[{236,4},{237,3},{238,5},{238,7}]	[{2,2,5}]	3590	8			68900
1	345	[{233,2},{234,4},{235,5},{235,7}]	[{2,2,5}]	3600	8	20001		69100
1	346	[{221,8},{222,3},{224,5},{225,9}]	[{2,2,5}]	3610	8			69300
1	347	[{233,2},{234,4},{235,5},{235,7}]	[{2,2,5}]	3620	8			69500
1	348	[{221,2},{222,7},{224,4},{225,6}]	[{2,2,5}]	3630	8			69700
1	349	[{236,4},{237,3},{238,5},{238,7}]	[{2,2,5}]	3640	8	20001		69900
1	350	[{226,1},{226,3},{227,5},{223,7},{223,9}]	[{2,2,5}]	3650	8			70100
1	351	[{236,1},{237,3},{238,5},{238,7}]	[{2,2,5}]	3660	8			70300
1	352	[{233,1},{234,3},{235,5},{235,7}]	[{2,2,5}]	3670	8			70500
1	353	[{221,8},{222,3},{224,5},{225,9}]	[{2,2,5}]	3680	8	20001		70700
1	354	[{236,5},{237,9},{238,6},{238,7}]	[{2,2,5}]	3690	8			70900
1	355	[{221,8},{222,3},{224,5},{225,9}]	[{2,2,5}]	3700	8			71100
1	356	[{221,8},{222,3},{224,5},{225,9}]	[{2,2,5}]	3710	8			71300
1	357	[{233,2},{234,4},{235,5},{235,7}]	[{2,2,5}]	3720	8	20001		71500
1	358	[{221,8},{222,3},{224,5},{225,9}]	[{2,2,5}]	3730	8			71700
1	359	[{236,1},{237,2},{238,3},{238,7}]	[{2,2,5}]	3740	8			71900
1	360	[{233,1},{234,8},{329,5},{235,7}]	[{2,2,5}]	3750	8	20001		72100
1	361	[{236,1},{237,7},{238,5},{238,4}]	[{2,2,5}]	3760	8			72300
1	362	[{233,2},{234,3},{235,6},{235,7}]	[{2,2,5}]	3770	8			72500
1	363	[{236,1},{237,3},{238,5},{238,7}]	[{2,2,5}]	3780	8			72700
1	364	[{221,8},{222,3},{224,5},{225,9}]	[{2,2,5}]	3790	8	20001		72900
1	365	[{236,2},{237,9},{238,5},{238,7}]	[{2,2,5}]	3800	8			73100
1	366	[{233,1},{234,3},{235,5},{235,7}]	[{2,2,5}]	3810	8			73300
1	367	[{236,1},{237,5},{238,4},{238,7}]	[{2,2,5}]	3820	8			73500
1	368	[{239,1},{240,4},{239,6},{240,7}]	[{2,2,5}]	3830	8	20001		73700
1	369	[{221,8},{222,3},{224,5},{225,9}]	[{2,2,5}]	3840	8			73900
1	370	[{239,1},{239,3},{330,5}]	[{2,2,5}]	3850	8			74100
1	371	[{233,1},{234,2},{235,5},{235,7}]	[{2,2,5}]	3860	8			74300
1	372	[{236,1},{237,4},{238,6},{238,7}]	[{2,2,5}]	3870	8	20001		74500
1	373	[{233,2},{234,6},{235,5},{235,7}]	[{2,2,5}]	3880	8			74700
1	374	[{236,1},{237,2},{238,5},{238,7}]	[{2,2,5}]	3890	8			74900
1	375	[{233,1},{234,4},{235,8},{235,7}]	[{2,2,5}]	3900	8	20001		75100
1	376	[{236,2},{237,6},{238,5},{238,7}]	[{2,3,6}]	3910	8			75300
1	377	[{233,4},{234,3},{235,6},{235,7}]	[{2,3,6}]	3920	8			75500
1	378	[{236,1},{237,3},{238,5},{238,7}]	[{2,3,6}]	3930	8			75700
1	379	[{233,1},{234,3},{235,5},{235,7}]	[{2,3,6}]	3940	8	20001		75900
1	380	[{240,1},{240,3},{240,5},{331,7},{331,9}]	[{2,3,6}]	3950	8			76100
1	381	[{55,1},{55,3},{55,5},{55,7}]	[{2,3,6}]	3960	8			76300
1	382	[{55,2},{55,4},{55,5},{55,7}]	[{2,3,6}]	3970	8			76500
1	383	[{56,1},{56,3},{56,5},{56,7}]	[{2,3,6}]	3980	8	20001		76700
1	384	[{57,1},{57,3},{57,5},{57,7},{57,9}]	[{2,3,6}]	3990	8			76900
1	385	[{241,1},{241,3},{241,5},{241,7},{241,9}]	[{2,3,6}]	4000	8			77100
1	386	[{58,1},{58,3},{58,5},{58,7}]	[{2,3,6}]	4010	8			77300
1	387	[{236,1},{53,3},{241,5},{54,9}]	[{2,3,6}]	4020	8	20001		77500
1	388	[{236,2},{53,4},{241,5},{54,8}]	[{2,3,6}]	4030	8			77700
1	389	[{53,1},{53,3},{241,5},{54,9}]	[{2,3,6}]	4040	8			77900
1	390	[{53,2},{53,4},{241,6},{332,8}]	[{2,3,6}]	4050	8	20001		78100
1	391	[{236,1},{53,3},{241,5},{54,9}]	[{2,3,6}]	4060	8			78300
1	392	[{242,1},{242,3},{242,5},{242,7}]	[{2,3,6}]	4070	8			78500
1	393	[{242,2},{242,4},{242,5},{242,7}]	[{2,3,6}]	4080	8			78700
1	394	[{236,1},{53,3},{241,5},{54,9}]	[{2,3,6}]	4090	8	20001		78900
1	395	[{242,1},{242,3},{242,5},{242,7}]	[{2,3,6}]	4100	8			79100
1	396	[{242,2},{242,3},{242,8},{242,7}]	[{2,3,6}]	4110	8			79300
1	397	[{236,1},{53,3},{241,5},{54,9}]	[{2,3,6}]	4120	8			79500
1	398	[{242,1},{242,3},{242,5},{242,7}]	[{2,3,6}]	4130	8	20001		79700
1	399	[{242,2},{242,6},{242,5},{242,7}]	[{2,3,6}]	4140	8			79900
1	400	[{331,1},{331,3},{243,8}]	[{2,3,6}]	4150	8			80100
1	401	[{242,1},{242,3},{242,5},{242,7}]	[{2,3,6}]	4160	8			80300
1	402	[{242,1},{242,3},{242,6},{242,8}]	[{2,3,6}]	4170	8	20001		80500
1	403	[{246,1},{246,3},{247,7},{247,9}]	[{2,3,6}]	4180	8			80700
1	404	[{246,1},{246,3},{247,7},{247,8}]	[{2,3,6}]	4190	8			80900
1	405	[{246,1},{246,4},{247,7},{247,9}]	[{2,3,6}]	4200	8	20001		81100
1	406	[{246,2},{246,3},{247,7},{247,9}]	[{2,3,6}]	4210	8			81300
1	407	[{244,1},{244,3},{245,5},{245,7}]	[{2,3,6}]	4220	8			81500
1	408	[{249,1},{249,3},{249,5},{249,7},{249,9}]	[{2,3,6}]	4230	8			81700
1	409	[{246,1},{246,3},{247,7},{247,9}]	[{2,3,6}]	4240	8	20001		81900
1	410	[{248,1},{248,3},{333,5},{248,7},{248,9}]	[{2,3,6}]	4250	8			82100
1	411	[{246,1},{246,3},{247,7},{247,9}]	[{2,3,6}]	4260	8			82300
1	412	[{244,1},{244,3},{245,5},{245,7}]	[{2,3,6}]	4270	8			82500
1	413	[{246,2},{246,4},{247,7},{247,9}]	[{2,3,6}]	4280	8	20001		82700
1	414	[{250,1},{250,3},{246,5},{246,7}]	[{2,3,6}]	4290	8			82900
1	415	[{250,2},{250,4},{246,8},{246,7}]	[{2,3,6}]	4300	8			83100
1	416	[{250,1},{250,3},{246,5},{246,7}]	[{2,3,6}]	4310	8			83300
1	417	[{244,1},{244,3},{245,5},{245,7}]	[{2,3,6}]	4320	8	20001		83500
1	418	[{254,1},{254,3},{254,5},{254,7}]	[{2,3,6}]	4330	8			83700
1	419	[{246,1},{246,3},{247,7},{247,9}]	[{2,3,6}]	4340	8			83900
1	420	[{244,2},{244,8},{334,4},{245,7}]	[{2,3,6}]	4350	8	20001		84100
1	421	[{246,1},{246,3},{247,7},{247,9}]	[{2,3,6}]	4360	8			84300
1	422	[{60,1},{60,3},{60,5},{60,7}]	[{2,3,6}]	4370	8			84500
1	423	[{252,1},{252,3},{253,5},{253,7}]	[{2,3,6}]	4380	8			84700
1	424	[{252,2},{252,3},{253,6},{253,7}]	[{2,3,6}]	4390	8	20001		84900
1	425	[{60,1},{60,3},{60,5},{60,7}]	[{2,3,6}]	4400	8			85100
1	426	[{59,1},{59,3},{251,5},{251,7}]	[{2,3,6}]	4410	8			85300
1	427	[{252,1},{252,3},{253,5},{253,7}]	[{2,3,6}]	4420	8			85500
1	428	[{60,1},{60,3},{60,5},{60,7}]	[{2,3,6}]	4430	8	20001		85700
1	429	[{59,1},{59,3},{251,5},{251,7}]	[{2,3,6}]	4440	8			85900
1	430	[{60,1},{60,2},{60,3},{60,4},{60,6},{335,8}]	[{2,3,6}]	4450	8			86100
1	431	[{59,1},{59,3},{251,5},{251,7}]	[{2,3,6}]	4460	8			86300
1	432	[{244,1},{244,3},{245,5},{245,7}]	[{2,3,6}]	4470	8	20001		86500
1	433	[{59,2},{59,4},{251,5},{251,7}]	[{2,3,6}]	4480	8			86700
1	434	[{60,1},{60,3},{60,5},{60,7}]	[{2,3,6}]	4490	8			86900
1	435	[{59,5},{59,3},{251,6},{251,7}]	[{2,3,6}]	4500	8	20001		87100
1	436	[{59,9},{59,3},{251,5},{251,7}]	[{2,3,6}]	4510	8			87300
1	437	[{60,1},{60,3},{60,5},{60,7}]	[{2,3,6}]	4520	8			87500
1	438	[{59,1},{59,3},{251,5},{251,7}]	[{2,3,6}]	4530	8			87700
1	439	[{59,3},{59,8},{251,5},{251,7}]	[{2,3,6}]	4540	8	20001		87900
1	440	[{61,1},{61,3},{336,5},{61,7}]	[{2,3,6}]	4550	8			88100
1	441	[{62,1},{62,3},{62,5},{62,7},{62,9}]	[{2,3,6}]	4560	8			88300
1	442	[{251,1},{63,3},{63,5},{251,7}]	[{2,3,6}]	4570	8			88500
1	443	[{251,1},{63,3},{63,5},{251,7}]	[{2,3,6}]	4580	8	20001		88700
1	444	[{59,1},{59,3},{251,5},{251,7}]	[{2,3,6}]	4590	8			88900
1	445	[{59,2},{59,4},{251,5},{251,7}]	[{2,3,6}]	4600	8			89100
1	446	[{251,1},{63,3},{63,5},{251,7}]	[{2,3,6}]	4610	8			89300
1	447	[{251,1},{63,4},{63,5},{251,7}]	[{2,3,6}]	4620	8	20001		89500
1	448	[{53,1},{53,3},{50,5},{52,7},{52,9}]	[{2,3,6}]	4630	8			89700
1	449	[{61,1},{61,3},{61,5},{61,7}]	[{2,3,6}]	4640	8			89900
1	450	[{61,2},{61,4},{337,5},{61,7},{61,9}]	[{2,3,6}]	4650	8	20001		90100
2	1001	[{1002,1},{1002,3},{1004,5},{1001,7},{1003,9}]	[{1,2,12},{2,2,11}]	200	0
2	1002	[{1002,1},{1002,3},{1004,5},{1001,7},{1003,9}]	[{1,2,12},{2,2,11}]	200	0
2	1003	[{1002,1},{1002,3},{1003,5},{1004,7},{1004,9}]	[{1,2,12},{2,2,11}]	200	0
2	1004	[{1004,1},{1004,3},{1004,5},{1001,7},{1001,9}]	[{1,2,12},{2,2,11}]	200	0
2	1101	[{1101,1},{1102,3},{1103,5},{1101,7},{1101,9}]	[{1,2,12},{2,2,11}]	600	0
2	1102	[{1101,1},{1102,3},{1101,5},{1101,7},{1101,9}]	[{1,2,12},{2,2,11}]	600	0
2	1103	[{1103,1},{1103,3},{1102,5},{1102,7},{1103,9}]	[{1,2,12},{2,2,11}]	600	0
2	1201	[{1103,1},{1103,3},{1201,5},{1201,7},{1103,9}]	[{1,2,14},{2,2,13}]	800	0
2	1202	[{1103,1},{1103,3},{1102,5},{1202,7},{1202,9}]	[{1,2,14},{2,2,13}]	800	0
2	1301	[{1301,2},{1002,4},{1003,6},{1004,7},{1004,9}]	[{1,2,16},{2,2,15}]	1000	0
2	2001	[{2001,1},{2001,3},{2002,5},{2002,7},{2002,9}]	[{1,2,22},{2,2,21}]	400	0
2	2002	[{2004,1},{2004,3},{2003,5},{2003,7},{2003,9}]	[{1,2,22},{2,2,21}]	400	0
2	2003	[{2005,1},{2005,3},{2005,5},{2003,7},{2006,9}]	[{1,2,22},{2,2,21}]	400	0
2	2004	[{2005,1},{2005,3},{2006,5},{2006,7},{2006,9}]	[{1,2,22},{2,2,21}]	400	0
2	2005	[{2003,1},{2003,3},{2003,5},{2003,7},{2003,9}]	[{1,2,22},{2,2,21}]	400	0
2	2006	[{2005,1},{2006,4},{2006,6},{2006,7},{2006,9}]	[{1,2,22},{2,2,21}]	1200	0
2	2101	[{2101,1},{2101,3},{2102,5},{2102,7},{2102,9}]	[{1,2,22},{2,2,21}]	1200	0
2	2102	[{2103,1},{2103,3},{2102,5},{2102,7},{2102,9}]	[{1,2,22},{2,2,21}]	1200	0
2	2103	[{2101,1},{2103,3},{2101,5},{2103,7},{2102,9}]	[{1,2,22},{2,2,21}]	1200	0
2	2201	[{2201,1},{2201,3},{2101,5},{2103,7},{2102,9}]	[{1,2,24},{2,2,23}]	1600	0
2	2202	[{2202,1},{2202,3},{2101,5},{2103,7},{2102,9}]	[{1,2,24},{2,2,23}]	1600	0
2	2301	[{2202,1},{2202,3},{2301,5},{2103,7},{2102,9}]	[{1,2,26},{2,2,25}]	2000	0
2	3001	[{3001,1},{3001,3},{3001,5},{3001,7},{3001,9}]	[{1,2,32},{2,2,31}]	700	0
2	3002	[{3002,1},{3002,3},{3004,5},{3003,7},{3003,9}]	[{1,2,32},{2,2,31}]	700	0
2	3003	[{3004,1},{3004,3},{3004,5},{3003,7},{3003,9}]	[{1,2,32},{2,2,31}]	700	0
2	3004	[{3004,1},{3004,3},{3003,5},{1003,7},{3005,9}]	[{1,2,32},{2,2,31}]	700	0
2	3005	[{3004,2},{3003,3},{3003,5},{3005,7},{3005,9}]	[{1,2,32},{2,2,31}]	700	0
2	3101	[{3101,2},{3101,3},{3003,5},{3005,7},{3005,9}]	[{1,2,32},{2,2,31}]	2000	0
2	3102	[{3004,2},{3003,3},{3003,5},{3102,7},{3102,9}]	[{1,2,32},{2,2,31}]	2000	0
2	3103	[{3004,2},{3003,3},{3003,5},{3103,7},{3103,9}]	[{1,2,32},{2,2,31}]	2000	0
2	3201	[{3101,1},{3101,3},{3201,5},{3102,7},{3103,9}]	[{1,2,34},{2,2,33}]	2500	0
2	3202	[{3101,1},{3101,3},{3202,5},{3102,7},{3103,9}]	[{1,2,34},{2,2,33}]	2500	0
2	3301	[{3301,2},{3101,4},{3202,6},{3102,7},{3103,9}]	[{1,2,36},{2,2,35}]	3000	0
2	4001	[{4001,1},{4001,3},{4001,5},{4002,7},{4002,9}]	[{1,2,42},{2,2,41}]	1000	0
2	4002	[{4001,1},{4001,3},{4002,5},{4003,7},{4002,9}]	[{1,2,42},{2,2,41}]	1000	0
2	4003	[{4004,1},{4004,3},{4004,5},{4005,7},{4005,9}]	[{1,2,42},{2,2,41}]	1000	0
2	4004	[{4006,1},{4006,3},{4004,5},{4005,7},{4005,9}]	[{1,2,42},{2,2,41}]	1000	0
2	4005	[{4006,1},{4006,3},{4004,5},{4005,7},{4005,9}]	[{1,2,42},{2,2,41}]	1000	0
2	4006	[{4004,1},{4006,3},{4001,5},{4002,7},{4003,9}]	[{1,2,42},{2,2,41}]	1000	0
2	4101	[{4101,1},{4101,3},{4103,5},{4103,7},{4103,9}]	[{1,2,42},{2,2,41}]	2000	0
2	4102	[{4101,1},{4101,3},{4102,5},{4103,7},{4103,9}]	[{1,2,42},{2,2,41}]	2000	0
2	4103	[{4101,1},{4101,3},{4103,5},{4102,7},{4102,9}]	[{1,2,42},{2,2,41}]	2000	0
2	4201	[{4201,2},{4101,4},{4103,6},{4102,7},{4102,9}]	[{1,2,44},{2,2,43}]	3000	0
2	4202	[{4101,2},{4101,4},{4103,6},{4102,7},{4202,9}]	[{1,2,44},{2,2,43}]	3000	0
2	4301	[{4301,2},{4101,4},{4103,6},{4202,7},{4202,9}]	[{1,2,46},{2,2,45}]	4000	0
2	5001	[{5006,1},{5006,3},{5006,5},{5006,7},{5006,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5002	[{5004,1},{5004,3},{5004,5},{5005,7},{5005,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5003	[{5004,1},{5004,3},{5004,5},{5007,7},{5007,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5004	[{5008,1},{5008,3},{5008,5},{5008,7},{5008,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5005	[{5009,1},{5009,3},{5009,5},{5009,7},{5009,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5006	[{5003,1},{5003,3},{5001,5},{5002,7},{5002,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5007	[{5003,1},{5003,3},{5002,5},{5002,7},{5002,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5008	[{5003,1},{5003,3},{5001,5},{5001,7},{5001,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5009	[{5009,1},{5008,3},{5007,5},{5002,7},{5001,9}]	[{1,2,52},{2,2,51}]	1200	0
2	5101	[{5103,1},{5103,3},{5102,5},{5102,7},{5102,9}]	[{1,2,52},{2,2,51}]	2500	0
2	5102	[{5104,1},{5104,3},{5102,5},{5102,7},{5102,9}]	[{1,2,52},{2,2,51}]	2500	0
2	5103	[{5104,1},{5104,3},{5102,5},{5101,7},{5101,9}]	[{1,2,52},{2,2,51}]	2500	0
2	5104	[{5103,1},{5103,3},{5102,5},{5101,7},{5101,9}]	[{1,2,52},{2,2,51}]	2500	0
2	5201	[{5201,1},{5201,3},{5102,5},{5101,7},{5101,9}]	[{1,2,54},{2,2,53}]	3500	0
2	5202	[{5103,1},{5103,3},{5202,5},{5101,7},{5101,9}]	[{1,2,54},{2,2,53}]	3500	0
2	5301	[{5103,7},{5103,9},{5301,5},{5101,1},{5101,3}]	[{1,2,56},{2,2,55}]	5000	0
2	6001	[{6002,1},{6002,3},{6002,5},{6001,7},{6001,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6002	[{6002,1},{6002,3},{6003,5},{6001,7},{6001,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6003	[{6002,1},{6002,3},{6003,5},{6003,7},{6003,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6004	[{6004,1},{6004,3},{6004,5},{6004,7},{6004,9},{6004,2}]	[{1,2,62},{2,2,61}]	1800	0
2	6005	[{6005,1},{6005,3},{6004,5},{6004,7},{6004,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6006	[{6005,1},{6005,3},{6006,5},{6006,7},{6006,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6007	[{6009,1},{6009,3},{6006,5},{6006,7},{6006,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6008	[{6007,1},{6007,3},{6008,5},{6008,7},{6008,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6009	[{6002,1},{6007,3},{6003,5},{6008,7},{6003,9}]	[{1,2,62},{2,2,61}]	1800	0
2	6101	[{6102,1},{6102,3},{6101,5},{6101,7},{6101,9}]	[{1,2,62},{2,2,61}]	3200	0
2	6102	[{6103,1},{6103,3},{6101,5},{6101,7},{6101,9}]	[{1,2,62},{2,2,61}]	3200	0
2	6103	[{6103,1},{6103,3},{6104,5},{6104,7},{6104,9}]	[{1,2,62},{2,2,61}]	3200	0
2	6104	[{6103,1},{6103,3},{6009,5},{6008,7},{6104,9}]	[{1,2,62},{2,2,61}]	3200	0
2	6201	[{6103,1},{6103,3},{6201,5},{6008,7},{6104,9}]	[{1,2,64},{2,2,63}]	4800	0
2	6202	[{6103,1},{6103,3},{6202,5},{6008,7},{6104,9}]	[{1,2,64},{2,2,63}]	4800	0
2	6301	[{6103,1},{6103,3},{6301,5},{6009,7},{6104,9}]	[{1,2,66},{2,2,65}]	6000	0
4	10001	[{50001,5}]	[{2,3,103}]	8888	0
5	20001	[{6103,1},{6103,3},{6201,5},{6008,7},{6104,9}]	[{1,2,64},{2,2,63}]	4800	10		[{10101,1}]
5	20002	[{6103,1},{6103,3},{6202,5},{6008,7},{6104,9}]	[{1,2,64},{2,2,63}]	4800	10		[{10101,2}]
5	20003	[{6103,1},{6103,3},{6301,5},{6009,7},{6104,9}]	[{1,2,66},{2,2,65}]	6000	10		[{10101,3}]
5	20004	[{6103,1},{6103,3},{6301,5},{6009,7},{6104,9}]	[{1,2,66},{2,2,65}]	7000	10		[{10101,4}]
